titulo,autoria,link,fonte,data
Moraes nega pedido de Capitão Augusto para visitar Anderson Torres na prisão,Lucas Mendes,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/politica/moraes-nega-pedido-de-capitao-augusto-para-visitar-anderson-torres-na-prisao/,cnn, 25/04/2023 às 18:39 
"Ex-atleta voltou para agredir novamente entregadora no RJ, alega advogada",Cleber Rodrigues,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/nacional/novas-imagens-mostram-que-ex-atleta-de-volei-voltou-ao-local-para-agredir-novamente-entregadora-diz-defesa-de-vitima/,cnn, 25/04/2023 às 12:48 
"Medvedev afirma que mundo está ""à beira de uma nova guerra mundial""",Da Reuters,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/internacional/medvedev-afirma-que-mundo-esta-a-beira-de-uma-nova-guerra-mundial/,cnn, 25/04/2023 às 12:33 | Atualizado 25/04/2023 às 12:36 
Prefeito de 65 anos se casa com garota de 16 e nomeia a sogra como secretária,Da CNN,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/nacional/prefeito-de-65-anos-se-casa-com-garota-de-16-e-nomeia-a-mae-dela-como-secretaria-no-parana/,cnn, 25/04/2023 às 19:44 
"Rússia pode cancelar acordo de não-proliferação de mísseis, diz diplomata",Da Reuters,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/internacional/russia-pode-cancelar-acordo-de-nao-proliferacao-de-misseis-diz-diplomata/,cnn, 25/04/2023 às 17:55 | Atualizado 25/04/2023 às 18:04 
Relator do PL das Fake News retira a palavra “discriminações” do texto,Basília Rodrigues,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/politica/bancada-evangelica-pressiona-relator-do-pl-das-fake-news-a-retirar-palavra-discriminacoes-na-internet-do-texto/,cnn, 25/04/2023 às 19:54 
Moro procura União Brasil e tenta ser indicado à CPI do 8 de janeiro,Leandro Resende,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/politica/moro-procura-uniao-brasil-e-tenta-ser-indicado-a-cpi-do-8-de-janeiro/,cnn, 25/04/2023 às 19:30 
Comissão do Congresso aprova projeto para reajuste a servidores públicos federais,Luciana Amaral,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/economia/comissao-de-orcamento-do-congresso-aprova-projeto-para-reajuste-a-servidores-publicos-federais/,cnn, 25/04/2023 às 17:42 
"Após saquear loja, grupo esconde computadores em bueiros na Cracolândia",Estadão Conteúdo,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/nacional/apos-saquear-loja-de-eletronicos-grupo-esconde-computadores-em-bueiros-na-cracolandia/,cnn, 25/04/2023 às 19:15 
Partidos de esquerda não assinam CPI dos atos criminosos de 8 de janeiro,Caio Junqueira,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/politica/partidos-de-esquerda-nao-assinam-cpi-do-8-de-janeiro/,cnn, 25/04/2023 às 16:38 
"Saiba o que foi o ""escândalo do absorvente interno"" entre Charles e Camilla",Marina Toledo,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/saiba-o-que-foi-o-escandalo-do-absorvente-interno-entre-charles-e-camilla/,cnn, 05/05/2023 às 04:00 | Atualizado 05/05/2023 às 12:10 
Estrela “engole” planeta em uma prévia do que pode ser o destino final da Terra,Lucas Rocha,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/tecnologia/estrela-engole-planeta-em-uma-previa-do-que-pode-ser-o-destino-final-da-terra/,cnn, 04/05/2023 às 13:37 | Atualizado 04/05/2023 às 14:15 
"Joias masculinas da Arábia Saudita chegaram ao Alvorada, diz Michelle Bolsonaro",Da CNN,https://web.archive.org/web/20230425232151/https://www.cnnbrasil.com.br/politica/joias-masculinas-da-arabia-saudita-chegaram-ao-alvorada-diz-michelle-bolsonaro/,cnn, 25/04/2023 às 17:45 | Atualizado 25/04/2023 às 18:04 
Pedreiro que viralizou ao passar na faculdade não poderá fazer o curso; entenda,Leticia Pazero,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/pedreiro-que-viralizou-ao-passar-na-faculdade-nao-podera-fazer-o-curso-entenda/,cnn, 05/05/2023 às 13:42 
Sítio único de fósseis descoberto revela formas de vida primitivas,Katie Hunt,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/tecnologia/sitio-unico-de-fosseis-descoberto-no-pais-de-gales-revela-formas-de-vida-primitivas/,cnn, 01/05/2023 às 16:58 
Fóssil de nova espécie de camarão com 90 milhões de anos é descoberto,Lucas Rocha,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/tecnologia/fossil-de-nova-especie-de-camarao-com-90-milhoes-de-anos-e-descoberto-no-piaui/,cnn, 04/05/2023 às 09:36 
"Hackers aproveitam interesse em ChatGPT para invadir dispositivos, diz Meta",Sean Lyngaas | Donie O'Sullivan,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/tecnologia/hackers-aproveitam-interesse-em-chatgpt-para-invadir-dispositivos-diz-meta/,cnn, 03/05/2023 às 14:03 
Adriano Imperador diz que “assinou com clube” sete anos após aposentadoria,Lucas Sanches,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/esportes/adriano-imperador-diz-que-assinou-com-clube-sete-anos-apos-aposentadoria/,cnn, 05/05/2023 às 20:22 
"Astro da NBA é desmentido pelo filho em coletiva, e vídeo viraliza; veja",Lucas Sanches,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/esportes/astro-da-nba-e-desmentido-pelo-filho-em-coletiva-e-video-viraliza-veja/,cnn, 05/05/2023 às 19:35 
"Diagnósticos de dengue não estão sendo feitos a tempo, alerta infectologista",Amanda Garcia,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/saude/diagnosticos-de-dengue-nao-estao-sendo-feitos-a-tempo-alerta-infectologista/,cnn, 05/05/2023 às 08:30 | Atualizado 05/05/2023 às 09:23 
Conheça o time de futebol trans que está fazendo história na Europa,Hannah Ryan,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/esportes/o-time-de-futebol-trans-que-esta-fazendo-historia/,cnn, 04/05/2023 às 17:05 
"Letícia Vidica: Você sabe o que é o ""teste do pescoço""? Entenda",Letícia Vidica,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/voce-sabe-o-que-e-o-teste-do-pescoco/,cnn, 05/05/2023 às 04:00 | Atualizado 05/05/2023 às 04:13 
Ator denuncia padre por discurso homofóbico durante missa de 7º dia,Cleber Rodrigues,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/ator-denuncia-padre-por-discurso-homofobico-durante-missa-de-7o-dia/,cnn, 04/05/2023 às 12:52 | Atualizado 04/05/2023 às 13:23 
"Luxemburgo pede trégua da torcida em apresentação: ""Venham junto com a gente""",Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/esportes/luxemburgo-pede-tregua-da-torcida-em-apresentacao-venham-junto-com-a-gente/,cnn, 05/05/2023 às 12:49 
Tiquinho Soares doa prêmio de melhor do mês no Brasileirão para ONG LGBTQIA+,Luccas Oliveira,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/esportes/tiquinho-soares-doa-premio-de-melhor-do-mes-no-brasileirao-para-ong-lgbtqia/,cnn, 05/05/2023 às 21:28 | Atualizado 05/05/2023 às 21:44 
"Pesquisa de novas vacinas deve seguir após decreto da OMS, diz especialista",Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/saude/pesquisa-de-novas-vacinas-deve-continuar-mesmo-apos-decreto-da-oms-sobre-covid-19-diz-especialista/,cnn, 05/05/2023 às 21:48 | Atualizado 05/05/2023 às 22:11 
Avião do Corpo de Bombeiros faz pouso forçado no interior de Santa Catarina,Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/aviao-do-corpo-de-bombeiros-faz-pouso-forcado-no-interior-de-santa-catarina/,cnn, 05/05/2023 às 14:51 | Atualizado 05/05/2023 às 15:00 
Entenda por que anúncio da OMS não significa fim da pandemia,Lucas Rocha,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/saude/anuncio-da-oms-ainda-nao-significa-o-fim-da-pandemia-de-covid-19-entenda/,cnn, 05/05/2023 às 12:13 | Atualizado 05/05/2023 às 12:59 
Como perder gordura abdominal: veja 9 dicas e exercícios para praticar,Sem Autor,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/saude/como-perder-gordura-abdominal/,cnn, 06/05/2023 às 09:00 
Fábio Assunção vira calouro no curso de Ciências Sociais e faz sucesso entre alunos,Sofia Sampaio,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/entretenimento/fabio-assuncao-vira-calouro-no-curso-de-ciencias-sociais-e-faz-sucesso-entre-alunos/,cnn, 05/05/2023 às 16:53 | Atualizado 05/05/2023 às 17:02 
"Motorista de aplicativo tentou socorrer suspeito de furto, segundo testemunhas",Isabelle Saleme | Bruna Gavioli,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/motorista-de-aplicativo-tentou-socorrer-suspeito-de-furto-segundo-testemunhas/,cnn, 06/05/2023 às 11:52 | Atualizado 06/05/2023 às 14:02 
"Forças Armadas não têm participado da política, diz ministro da Defesa",Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/forcas-armadas-nao-tem-participado-da-politica-diz-ministro-da-defesa/,cnn, 05/05/2023 às 01:19 | Atualizado 05/05/2023 às 08:06 
"Entenda o que é a WaterTok, nova febre de água saborizada entre usuários do TikTok",Andressa Persan,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/conheca-a-watertok-a-nova-febre-de-agua-saborizada-no-tiktok/,cnn, 05/05/2023 às 19:31 
Prefeitura de SP denunciou à polícia vacinação em nome de Jair Bolsonaro,Bruno Laforé | Manoela Carlucci | Bianca Camargo,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/prefeitura-de-sao-paulo-denunciou-a-policia-vacinacao-contra-a-covid-19-em-nome-de-jair-bolsonaro-na-capital-paulista/,cnn, 05/05/2023 às 07:51 | Atualizado 05/05/2023 às 13:54 
STF concede liberdade provisória a 40 presos por ataques do 8 de janeiro,Eduardo Hahon,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/stf-concede-liberdade-provisoria-a-40-presos-por-ataques-do-8-de-janeiro/,cnn, 05/05/2023 às 21:37 | Atualizado 05/05/2023 às 21:52 
Lula embarca de volta ao Brasil após viagem ao Reino Unido para coroação de Charles III,Da CNN*,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/lula-embarca-de-volta-ao-brasil-apos-viagem-ao-reino-unido/,cnn, 06/05/2023 às 16:34 | Atualizado 06/05/2023 às 16:43 
"Oposição ao projeto não tem base no texto, diz relator Orlando Silva","Fábio Grellet, do Estadão Conteúdo",https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/oposicao-ao-pl-das-fake-news-nao-tem-base-no-texto-do-projeto-diz-relator/,cnn, 06/05/2023 às 14:53 
"Florais, chapéus e trajes: entenda as cores e tradição na coroação de rei Charles III",Reuters,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/florais-chapeus-e-trajes-entenda-as-cores-e-tradicao-na-coroacao-de-rei-charles-iii/,cnn, 06/05/2023 às 09:18 | Atualizado 06/05/2023 às 13:57 
Jeremy Renner já faz exercícios com as pernas em recuperação após acidente,Marianne Garvey,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/entretenimento/jeremy-renner-ja-faz-exercicios-com-as-pernas-e-usa-esteira-antigravidade-em-recuperacao/,cnn, 05/05/2023 às 17:47 
Quais são as atribuições de um rei no século XXI em meio a perda de aprovação?,Matheus Meirelles | Rafael Saldanha | Vinícius Tadeu | Carolina Ferraz | Tiago Tortella,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/em-meio-a-perda-de-aprovacao-quais-sao-as-atribuicoes-de-um-rei-no-seculo-xxi/,cnn, 06/05/2023 às 01:11 
"""Se tivéssemos escolha, pularíamos uma geração""; veja citações do público",Reuters,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/se-tivessemos-escolha-simplesmente-pulariamos-uma-geracao-veja-essa-e-outras-citacoes-do-publico-sobre-charles-iii/,cnn, 06/05/2023 às 09:56 
"Com Covid-19, ministra Marina Silva é internada em hospital na capital paulista",Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/com-covid-19-marina-silva-e-internada-no-incor-em-sao-paulo/,cnn, 06/05/2023 às 09:48 | Atualizado 06/05/2023 às 12:15 
Manifestantes antimonarquia mostram apoio a Meghan Markle durante protesto,Manoela Carlucci,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/manifestantes-anti-monarquia-mostram-apoio-a-meghan-markle-durante-protesto/,cnn, 06/05/2023 às 11:54 | Atualizado 06/05/2023 às 12:08 
MPF investiga caso de racismo contra passageira expulsa de aeronave da Gol,Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/mpf-investiga-caso-de-racismo-contra-passageira-expulsa-de-aeronave-da-gol-na-ba/,cnn, 05/05/2023 às 18:13 | Atualizado 05/05/2023 às 20:23 
Governo sanciona lei que reconhece escolas de samba como patrimônio cultural,Agência Brasil,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/nacional/governo-sanciona-lei-que-reconhece-escolas-de-samba-como-patrimonio-cultural/,cnn, 05/05/2023 às 19:42 
Harry não acompanha família real à sacada do Palácio de Buckingham após coroação,Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/principe-harry-nao-acompanha-familia-real-a-sacada-do-buckingham-apos-coroacao/,cnn, 06/05/2023 às 10:48 | Atualizado 06/05/2023 às 11:12 
Harry participa de coroação do pai sem Meghan Markle no dia do aniversário do filho,Max Foster | Lauren Said Moorhouse,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/veja-o-que-se-sabe-sobre-a-volta-do-principe-harry-ao-reino-unido/,cnn, 06/05/2023 às 07:15 | Atualizado 06/05/2023 às 07:39 
Os filhos da rainha Camilla Parker terão algum direito real? Entenda,Felipe Pereira,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/os-filhos-da-rainha-camilla-terao-algum-direito-real-entenda/,cnn, 05/05/2023 às 04:00 | Atualizado 06/05/2023 às 10:45 
Rainha consorte ou só rainha? Coroação de Charles muda título real da esposa do rei,Douglas Porto,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/rainha-consorte-ou-so-rainha-coroacao-de-charles-muda-titulo-real-de-camilla/,cnn, 05/05/2023 às 04:00 | Atualizado 06/05/2023 às 09:32 
"Diana foi superada, mas casos de Harry e Andrew impactam família real, diz especialista",Renata Souza,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/morte-de-diana-foi-superada-mas-casos-de-harry-e-andrew-impactam-imagem-da-familia-real-diz-especialista/,cnn, 06/05/2023 às 03:59 
"Novos produtos do Tesouro Direto podem aumentar negócios, dizem economistas",Pedro Zanatta,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/economia/novos-produtos-do-tesouro-direto-podem-popularizar-programa-e-aumentar-negocios-dizem-economistas/,cnn, 06/05/2023 às 04:00 
Caça dos Estados Unidos cai durante treinamento na Coreia do Sul,Jake Kwon,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/jato-de-caca-americano-cai-durante-treinamento-na-coreia-do-sul/,cnn, 06/05/2023 às 07:06 | Atualizado 06/05/2023 às 07:10 
Candidato à presidência é preso após alegar fraude eleitoral no Paraguai,Fábio Mendes,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/paraguayo-cubas-e-preso-apos-alegar-fraude-eleitoral/,cnn, 05/05/2023 às 20:51 | Atualizado 05/05/2023 às 22:52 
Senadores visitam Anderson Torres na prisão e pedem saída de ex-ministro,Larissa Arantes | Thayana Araújo,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/senadores-visitam-anderson-torres-na-prisao-e-pedem-saida-de-ex-ministro/,cnn, 06/05/2023 às 16:03 
"""Vergonha que jornalista que denunciou falcatruas esteja preso"", diz Lula sobre Assange",Da CNN,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/em-londres-lula-defende-julian-assange-e-uma-vergonha-que-um-jornalista-que-denunciou-falcatruas-esteja-preso/,cnn, 06/05/2023 às 13:23 | Atualizado 06/05/2023 às 15:26 
Escritor nacionalista russo fica ferido em explosão de carro-bomba,"Por Mark Trevelyan, da Reuters",https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/escritor-nacionalista-russo-fica-ferido-em-explosao-de-carro-bomba/,cnn, 06/05/2023 às 11:07 | Atualizado 06/05/2023 às 14:04 
Bloqueio russo de foguetes dos EUA dificulta esforços de guerra na Ucrânia,Alex Marquardt | Natasha Bertrand | Zachary Cohen,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/bloqueio-russo-de-sistemas-de-foguetes-dos-eua-dificulta-esforcos-de-guerra-na-ucrania/,cnn, 06/05/2023 às 06:44 | Atualizado 06/05/2023 às 07:00 
Moradora encontra pilhas de macarrão à beira de um córrego nos EUA,Manoela Carlucci | Pedro Pupulim,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/internacional/moradora-encontra-pilhas-de-macarrao-a-beira-de-um-corrego-nos-eua/,cnn, 05/05/2023 às 20:47 
"À CNN, embaixadora dos EUA na ONU nega participação do país em ataque de drones",Basília Rodrigues,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/internacional/a-cnn-embaixadora-americana-na-onu-afirma-que-russia-causa-desinformacao-e-nega-participacao-dos-eua-em-ataque-de-drones/,cnn, 04/05/2023 às 16:33 | Atualizado 04/05/2023 às 22:44 
Temperatura dos oceanos atinge nível recorde e preocupa cientistas,Laura Paddison,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/internacional/temperatura-dos-oceanos-atinge-nivel-recorde-e-preocupa-cientistas/,cnn, 05/05/2023 às 11:54 | Atualizado 05/05/2023 às 11:56 
"Após operação sobre vacina, Bolsonaro diz que seu governo atacou ""a questão do vírus""",Matheus Meirelles,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/apos-operacao-sobre-vacina-bolsonaro-diz-que-seu-governo-atacou-a-questao-do-virus/,cnn, 06/05/2023 às 16:56 | Atualizado 06/05/2023 às 17:02 
Lula: Rei Charles III me pediu para cuidar da Amazônia,Da CNN*,https://web.archive.org/web/20230506222715/https://www.cnnbrasil.com.br/politica/lula-rei-charles-iii-me-pediu-para-cuidar-da-amazonia/,cnn, 06/05/2023 às 12:56 | Atualizado 06/05/2023 às 14:05 
Ator denuncia padre por discurso homofóbico durante missa de 7º dia,Cleber Rodrigues,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/nacional/ator-denuncia-padre-por-discurso-homofobico-durante-missa-de-7o-dia/,cnn, 04/05/2023 às 12:52 | Atualizado 04/05/2023 às 13:23 
Fóssil de nova espécie de camarão com 90 milhões de anos é descoberto,Lucas Rocha,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/tecnologia/fossil-de-nova-especie-de-camarao-com-90-milhoes-de-anos-e-descoberto-no-piaui/,cnn, 04/05/2023 às 09:36 
Câmara aprova proposta que prevê salário igual para homem e mulher com a mesma função,Larissa Arantes,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/economia/camara-aprova-proposta-que-preve-salarios-iguais-para-homens-e-mulheres-com-a-mesma-funcao/,cnn, 04/05/2023 às 13:22 
Atlético Goianiense anuncia a contratação do técnico Alberto Valentim,Ludmila Candal,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/esportes/atletico-goianiense-anuncia-a-contratacao-do-tecnico-alberto-valentim/,cnn, 05/05/2023 às 12:49 
Messi publica vídeo pedindo desculpas após viagem para Arábia; assista,da Itatiaia,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/esportes/messi-publica-video-pedindo-desculpas-apos-viagem-para-arabia-veja/,cnn, 05/05/2023 às 16:11 
Foto de técnico do Boca Juniors rezando viraliza antes de clássico contra o River,Edward Pepe,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/esportes/foto-de-tecnico-do-boca-juniors-rezando-viraliza-antes-de-classico-contra-o-river/,cnn, 05/05/2023 às 15:56 
Goiás registra surto da doença em 14 cidades; entenda os riscos,Lucas Rocha,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/saude/goias-registra-surto-da-sindrome-mao-pe-boca-em-14-cidades-entenda-os-riscos/,cnn, 04/05/2023 às 11:34 
MPF investiga caso de racismo contra passageira expulsa de aeronave da Gol,Da CNN,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/nacional/mpf-investiga-caso-de-racismo-contra-passageira-expulsa-de-aeronave-da-gol-na-ba/,cnn, 05/05/2023 às 18:13 
"Aquários, casa na árvore, bar aquático: veja os luxos das casas dos famosos",Leticia Pazero,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/entretenimento/aquarios-casa-na-arvore-bar-aquatico-confira-os-luxos-das-casas-dos-famosos/,cnn, 04/05/2023 às 17:48 
DF e mais 19 capitais aplicam vacina bivalente em maiores de 18 anos,Catarina Nestlehner,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/saude/df-e-mais-19-capitais-aplicam-vacina-bivalente-contra-covid-19-em-maiores-de-18-anos/,cnn, 05/05/2023 às 04:00 | Atualizado 05/05/2023 às 07:43 
"Rei Charles III já namorou irmã da princesa Diana, com quem se casou mais tarde",Gustavo Zanfer,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/internacional/rei-charles-iii-ja-namorou-irma-da-princesa-diana-com-quem-se-casou-mais-tarde/,cnn, 05/05/2023 às 04:00 | Atualizado 05/05/2023 às 09:17 
Não é só The Crown; confira séries e filmes que já retrataram Rei Charles III,Leticia Pazero,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/entretenimento/coroacao-real-confira-series-e-filmes-que-ja-retrataram-rei-charles-iii/,cnn, 05/05/2023 às 04:00 | Atualizado 05/05/2023 às 11:17 
Barrado da coroação? Russell Crowe diz que comportamento rebelde pode ter causado veto,Leticia Pazero,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/entretenimento/barrado-da-coroacao-russell-crowe-diz-que-comportamento-rebelde-pode-ter-causado-veto/,cnn, 05/05/2023 às 12:35 | Atualizado 05/05/2023 às 13:24 
"Argumento no vídeo é uma coisa, intenção é outra, diz advogado de motorista",Mathias Brotero,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/nacional/argumento-no-video-e-uma-coisa-intencao-e-outra-diz-advogado-de-motorista/,cnn, 05/05/2023 às 00:24 
Fogo em turbina de avião da Gol fecha momentaneamente aeroporto,Da CNN,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/nacional/fogo-em-turbina-de-aviao-da-gol-fecha-momentaneamente-o-aeroporto-santos-dummont-no-rio/,cnn, 05/05/2023 às 07:38 | Atualizado 05/05/2023 às 08:59 
Oposição diz que vai recorrer de decisão de Pacheco que pode beneficiar governo,Caroline Rosito | Larissa Arantes,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/politica/oposicao-diz-que-vai-recorrer-de-decisao-de-pacheco-sobre-cpmi-do-8-de-janeiro/,cnn, 05/05/2023 às 13:09 | Atualizado 05/05/2023 às 13:30 
Drew Barrymore abre mão de programa em apoio à greve dos roteiristas,Alli Rosenbloom,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/entretenimento/drew-barrymore-abre-mao-de-programa-em-apoio-a-greve-dos-roteiristas/,cnn, 05/05/2023 às 00:08 
STF anula suspensão de processos sobre compra de terra por estrangeiros,Lucas Mendes,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/politica/stf-anula-liminar-de-mendonca-que-suspendeu-processos-sobre-compra-de-terras-por-estrangeiros/,cnn, 05/05/2023 às 16:54 | Atualizado 05/05/2023 às 17:34 
CNN terá programação especial da cobertura da coroação do rei Charles III,Da CNN,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/internacional/cnn-tera-programacao-especial-da-cobertura-da-coroacao-do-rei-charles-iii/,cnn, 04/05/2023 às 16:22 | Atualizado 04/05/2023 às 16:23 
"Samantha diz que há indícios de tentativa de golpe; Cardozo diz que ""prova fecha o quebra-cabeça""",Da CNN,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/politica/o-grande-debate-samantha-diz-que-ha-indicios-de-tentativa-de-golpe-cardozo-diz-que-prova-fecha-o-quebra-cabeca/,cnn, 05/05/2023 às 17:28 
Bebê surpreende médicos ao nascer com três mãos na Índia; entenda,Yara Guerra,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/saude/na-india-bebe-nasce-com-tres-maos-entenda/,cnn, 05/05/2023 às 13:25 
"Tentativa de golpe não se materializou e é necessário investigar, diz Marinho à CNN",Douglas Porto,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/politica/tentativa-de-golpe-nao-se-materializou-e-e-necessario-investigar-diz-rogerio-marinho-a-cnn/,cnn, 04/05/2023 às 19:10 | Atualizado 04/05/2023 às 21:07 
Quiz: teste conhecimentos sobre as coroações da monarquia britânica,Da CNN,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/internacional/quiz-teste-seus-conhecimentos-sobre-as-coroacoes-da-monarquia-britanica/,cnn, 05/05/2023 às 15:32 
"Privatização do Porto de Santos está fora de cogitação, afirma ministro","Gabriel Vasconcelos, do Estadão Conteúdo",https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/economia/privatizacao-do-porto-de-santos-esta-fora-de-cogitacao-afirma-ministro/,cnn, 05/05/2023 às 16:28 
"Boneca ""Annabelle"" do Reino Unido é flagrada se mexendo sozinha; assista ao vídeo",Beatrice Teizen,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/entretenimento/bonecaannabelle-do-reino-unido-e-flagrada-se-mexendo-sozinha-assista-ao-video/,cnn, 05/05/2023 às 18:54 
"Ministra do Turismo vai a Cuba após 7 anos de ""isolamento"" por parte do governo brasileiro",Leonardo Ribbeiro,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/internacional/ministra-do-turismo-vai-a-cuba-apos-7-anos-de-isolamento-por-parte-do-governo-brasileiro/,cnn, 05/05/2023 às 17:42 | Atualizado 05/05/2023 às 17:59 
Prefeitura de SP denunciou à polícia vacinação em nome de Jair Bolsonaro,Bruno Laforé | Manoela Carlucci | Bianca Camargo,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/nacional/prefeitura-de-sao-paulo-denunciou-a-policia-vacinacao-contra-a-covid-19-em-nome-de-jair-bolsonaro-na-capital-paulista/,cnn, 05/05/2023 às 07:51 | Atualizado 05/05/2023 às 13:54 
Férias em alto-mar: Disney Cruise comemora 25 anos com atrações especiais,Daniela Filomeno,https://web.archive.org/web/20230505222731/https://www.cnnbrasil.com.br/viagemegastronomia/viagem/ferias-em-alto-mar-disney-cruise-comemora-25-anos-com-surpresas-e-atracoes-especiais/,cnn,"
                            05/05/2023 às 12:00                        "
