titulo,autoria,link,fonte,data
"No Met Gala, tenista Serena Williams anuncia segunda gravidez",Jairo Nascimento | Alli Rosenbloom,https://web.archive.org/web/20230502224209/https://www.cnnbrasil.com.br/esportes/no-met-gala-campea-e-ex-tenista-serena-williams-anuncia-gravidez/,cnn, 02/05/2023 às 13:46 | Atualizado 02/05/2023 às 15:03 
Paciente com câncer tem remissão total após tratamento desenvolvido por brasileiro,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/saude/paciente-com-cancer-terminal-tem-remissao-total-da-doenca-apos-tratamento-desenvolvido-por-brasileiro/,cnn, 26/04/2023 às 19:00 | Atualizado 28/04/2023 às 08:08 
Senado faz sessão especial para comemorar os 200 anos da Assembleia Constituinte,Douglas Porto,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/senado-faz-sessao-especial-para-comemorar-os-200-anos-da-assembleia-constituinte/,cnn, 03/05/2023 às 04:00 | Atualizado 03/05/2023 às 00:42 
MET Gala 2023: Anitta senta em mesa especial com Kardashians e Paris Hilton,Leticia Pazero,https://web.archive.org/web/20230502224209/https://www.cnnbrasil.com.br/entretenimento/met-gala-2023-anitta-senta-em-mesa-especial-com-kardashians-e-paris-hilton/,cnn, 02/05/2023 às 13:08 
Imagens de satélite mostram que Rússia esvaziou base militar na Crimeia,Vasco Cotovio | Yulia Kesaieva,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/imagens-de-satelite-mostram-que-russia-esvaziou-base-militar-na-crimeia/,cnn, 27/04/2023 às 10:07 | Atualizado 28/04/2023 às 07:03 
Ceará pede adiamento da final da competição contra o Sport,Ludmila Candal,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/esportes/ceara-pede-adiamento-da-final-da-copa-do-nordeste-contra-o-sport/,cnn, 03/05/2023 às 17:31 
Torcedores do PSG pedem saída de Neymar e xingam Messi em protesto; veja,Leonardo Gimenez,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/esportes/torcedores-do-psg-pedem-saida-de-neymar-e-xingam-messi-em-protesto-veja/,cnn, 03/05/2023 às 18:21 
"Sem jogar há um ano, zagueiro Dedé muda perfil no Instagram para “blogueiro”",da Itatiaia,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/esportes/sem-jogar-ha-um-ano-zagueiro-dede-muda-perfil-no-instagram-para-blogueiro/,cnn, 03/05/2023 às 17:23 
Luxemburgo chama 13 jovens da base em reapresentação do Corinthians; veja lista,Luis Fabiani,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/esportes/luxemburgo-chama-13-jovens-da-base-em-reapresentacao-do-corinthians-veja-lista/,cnn, 03/05/2023 às 19:26 
SP amplia aplicação de dose bivalente contra a Covid; veja quem pode se vacinar,Lucas Rocha,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/saude/cidade-de-sp-amplia-aplicacao-de-dose-bivalente-contra-a-covid-veja-quem-pode-se-vacinar/,cnn, 03/05/2023 às 04:00 | Atualizado 03/05/2023 às 11:27 
Avião de pequeno porte sofre pane no ar e faz pouso forçado no mar,Da CNN,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/nacional/aviao-de-pequeno-porte-sofre-pane-no-ar-e-faz-pouso-forcado-no-mar-no-ma/,cnn, 02/05/2023 às 15:51 | Atualizado 02/05/2023 às 16:22 
Policiais procuram mulher desaparecida na casa do ator Keanu Reeves,Giovana Rampini,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/policiais-procuram-mulher-desaparecida-na-casa-de-keanu-reeves/,cnn, 02/05/2023 às 15:30 | Atualizado 02/05/2023 às 17:05 
Família aguarda por condenação de acusado de matar brasileira no Chile,Duda Lopes | Giovanna Bronze,https://web.archive.org/web/20230502224209/https://www.cnnbrasil.com.br/nacional/familia-aguarda-por-condenacao-de-acusado-de-matar-brasileira-no-chile/,cnn, 02/05/2023 às 17:05 
Acidente entre ônibus e VLT deixa 16 feridos no Rio de Janeiro,Estadão Conteúdo,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/nacional/acidente-entre-onibus-e-vlt-deixa-16-feridos-no-rio-de-janeiro/,cnn, 03/05/2023 às 13:27 | Atualizado 03/05/2023 às 13:28 
Telegram recorre de suspensão após não entregar dados de grupos neonazistas; entenda,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/telegram-recorre-de-suspensao-no-brasil-apos-nao-entregar-dados-de-grupos-neonazistas-entenda/,cnn, 28/04/2023 às 18:15 
"Brasil retomará exigência de vistos para turistas de EUA, Canadá, Japão e Austrália",Bruno Laforé,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/internacional/brasil-retomara-exigencia-de-vistos-para-turistas-dos-eua-canada-japao-e-australia/,cnn, 03/05/2023 às 11:06 
Lula sanciona lei que prevê inclusão de raça e etnia em registros de empregados,Pedro Peduzzi,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/lula-sanciona-lei-que-preve-inclusao-de-raca-e-etnia-em-registros-de-empregados/,cnn, 24/04/2023 às 14:48 
"Starship pode estar pronta para novo lançamento entre 6 e 8 semanas, diz Elon Musk",Jackie Wattles | Danya Gainor,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/starship-pode-estar-pronta-para-novo-lancamento-entre-6-a-8-semanas-diz-elon-musk/,cnn, 30/04/2023 às 14:39 
"Harry Styles lança clipe de ""Satellite"", música nova de álbum lançado ano passado",Da CNN,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/harry-styles-lanca-clipe-de-satellite-musica-nova-de-album-lancado-ano-passado/,cnn, 03/05/2023 às 13:59 | Atualizado 03/05/2023 às 14:01 
"Alto nível de escolaridade não garante às mulheres maior renda, indica estudo",Bruna Macedo,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/alto-nivel-de-escolaridade-nao-garante-as-mulheres-maior-renda/,cnn, 25/04/2023 às 12:57 | Atualizado 25/04/2023 às 13:35 
Acesso à saúde é mais difícil para pessoas LGBTQIA+ acima de 50 anos,Letycia Bond,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/saude/acesso-a-saude-e-mais-dificil-para-pessoas-lgbtqia-acima-de-50-anos-diz-estudo/,cnn, 26/04/2023 às 09:35 
"Simony retoma tratamento contra o câncer: ""Estou superpositiva""",Lucas Rocha,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/simony-retoma-tratamento-contra-o-cancer-estou-super-positiva/,cnn, 03/05/2023 às 15:36 
"Lenda do Jiu-Jitsu, Robson Gracie morre aos 88 anos",Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/esportes/lenda-do-jiu-jitsu-robson-gracie-morre-aos-88-anos/,cnn, 29/04/2023 às 14:08 
Rejeição faz Corinthians recuar na contratação de Roger Machado,Matheus Muratori | Luiz Fabiani,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/esportes/rejeicao-da-torcida-faz-corinthians-recuar-na-contratacao-de-roger-machado/,cnn, 30/04/2023 às 14:57 
Liverpool vence o Tottenham em jogo de sete gols na Premier League,Redação Itatiaia,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/esportes/liverpool-vence-o-tottenham-em-jogo-de-sete-gols-na-premier-league/,cnn, 30/04/2023 às 17:37 
Australiana sofre lesão na córnea após procedimento de extensão de cílios,Brenda Mendes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/australiana-sofre-lesao-na-cornea-apos-procedimento-de-extensao-de-cilios/,cnn, 03/05/2023 às 17:48 
Kevin Costner e Christine Baumgartner estão se divorciando após 19 anos,Dan Heching | Alli Rosenbloom,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/kevin-costner-e-christine-baumgartner-estao-se-divorciando/,cnn, 03/05/2023 às 01:15 | Atualizado 03/05/2023 às 01:16 
Pérez deixa Leclerc para trás e Red Bull faz dobradinha no Azerbaijão,Redação | Ricardo Gouveia,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/esportes/perez-deixa-leclerc-para-tras-e-red-bull-faz-dobradinha-no-azerbaijao/,cnn, 30/04/2023 às 11:13 | Atualizado 30/04/2023 às 17:15 
Novo medicamento pode ajudar a prevenir enxaqueca em casos difíceis de tratar,Lucas Rocha,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/saude/novo-medicamento-pode-ajudar-a-prevenir-enxaqueca-em-casos-dificeis-de-tratar/,cnn, 29/04/2023 às 04:00 
Conselho diz que RJ descumpriu plano e sofrerá penalidades,da Reuters,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/economia/conselho-diz-que-rj-descumpriu-plano-de-recuperacao-fiscal-e-sofrera-penalidades/,cnn, 02/05/2023 às 17:15 | Atualizado 02/05/2023 às 19:12 
Senadora Soraya Thronicke recebe alta dias após ficar internada em UTI,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/soraya-thronicke-recebe-alta-hospitalar-apos-crise-alergica/,cnn, 30/04/2023 às 12:33 
Por que dizer “não” pode ser difícil e como isso pode fazer bem para a saúde mental,Lucas Rocha,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/saude/por-que-dizer-nao-pode-ser-dificil-e-como-isso-pode-fazer-bem-para-a-saude-mental/,cnn, 30/04/2023 às 04:00 
Comitiva do governo vai a RR após mortes de indígenas em Território Yanomami,Elijonas Maia,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/comitiva-do-governo-vai-a-roraima-apos-mortes-de-indigenas-em-territorio-yanomami/,cnn, 30/04/2023 às 16:14 
"Kate Bush, RATM e George Michael entram para o Rock & Roll Hall of Fame",Giovana Rampini,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/kate-bush-ratm-e-george-michael-entram-para-o-rock-roll-hall-of-fame/,cnn, 03/05/2023 às 17:13 
"Saiba quem é Gutemberg Reis, deputado do MDB alvo da Operação Venire",Felipe Pereira,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/saiba-quem-e-gutemberg-reis-deputado-do-mdb-alvo-da-operacao-venire/,cnn, 03/05/2023 às 14:56 
"Rastreamento do câncer na África e nas Américas tem defasagens, aponta estudo",Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/saude/rastreamento-do-cancer-na-africa-e-nas-americas-tem-defasagens-aponta-estudo/,cnn, 30/04/2023 às 04:00 
Ex-candidato do PL no RJ é um dos presos em investigação sobre vacinação de Bolsonaro,Da CNN,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/ex-candidato-do-pl-no-rj-e-um-dos-presos-pela-pf-em-investigacao-sobre-cartao-de-vacinacao-de-bolsonaro/,cnn, 03/05/2023 às 12:13 
"""Precisa ter investigação"", diz Alckmin sobre operação da PF contra Bolsonaro",Giovanna Inoue | Léo Lopes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/precisa-ter-investigacao-diz-alckmin-sobre-operacao-da-pf-contra-bolsonaro/,cnn, 03/05/2023 às 13:56 
Bombeiros resgatam cadela presa em edifício que desabou em Olinda,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/bombeiros-resgatam-cadela-presa-em-edificio-que-desabou-em-pe/,cnn, 30/04/2023 às 12:58 | Atualizado 30/04/2023 às 14:05 
"“Quero dar voz às mulheres pretas”, diz empresária do Racionais MC’s",Letícia Vidica,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/entretenimento/eliane-dias-quero-dar-voz-as-mulheres-pretas-porque-nos-somos-a-base-diz-empresaria-do-racionais-mcs/,cnn, 29/04/2023 às 23:10 
Rosa Weber vota para invalidar perdão de Bolsonaro ao ex-deputado,Lucas Mendes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/rosa-weber-vota-para-invalidar-perdao-de-bolsonaro-a-daniel-silveira/,cnn, 03/05/2023 às 19:06 
Lula confirma escolha do general Amaro para ser o novo ministro do GSI,Teo Cury,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/lula-confirma-escolha-do-general-amaro-para-ser-o-novo-ministro-do-gsi/,cnn, 03/05/2023 às 12:21 | Atualizado 03/05/2023 às 13:08 
Brasileira marca encontro para tomar caipirinha com ator de “Anne with an E” no Omegle,Brenda Mendes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/brasileira-marca-encontro-para-tomar-caipirinha-com-ator-de-anne-with-an-e-no-omegle/,cnn, 03/05/2023 às 18:48 
"Após avaliação médica, Moraes manda PF ouvir Torres sobre ação da PRF no 2° turno",Lucas Mendes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/apos-avaliacao-medica-moraes-manda-pf-ouvir-torres-sobre-acao-da-prf-no-2-turno/,cnn, 03/05/2023 às 18:01 | Atualizado 03/05/2023 às 18:38 
Mulher morre em acidente de carro logo após se casar; marido está em estado grave,Leticia Pazero,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/internacional/nos-eua-mulher-morre-em-acidente-de-carro-logo-apos-se-casar-marido-esta-em-estado-grave/,cnn, 03/05/2023 às 10:42 
"Indígena Yanomami é morto após ataque a tiros de garimpeiros, diz ministra",Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/indigena-yanomami-e-morto-apos-ataque-a-tiros-de-garimpeiros-diz-ministra/,cnn, 30/04/2023 às 15:05 
"Em entrevista, Gwyneth Paltrow diz qual ex é melhor de cama: Brad Pitt ou Ben Affleck",Andressa Persan,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/internacional/atriz-gwyneth-paltrow-fala-sobre-seus-relacionamentos-com-brad-pitt-e-ben-afflec/,cnn, 03/05/2023 às 16:08 
"Adolescente morre de overdose de antialérgico após desafio no TikTok, diz site",Beatrice Teizen,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/adolescente-morre-de-overdose-de-antialergico-apos-desafio-no-tiktok-diz-site/,cnn, 03/05/2023 às 17:30 
"Composto presente no limão e na laranja ajuda a reduzir ganho de peso, diz estudo",da Agência Fapesp,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/saude/composto-presente-no-limao-e-na-laranja-ajuda-a-reduzir-ganho-de-peso-diz-estudo/,cnn, 03/05/2023 às 15:59 
O que sabemos sobre o suposto atentado com drones contra Putin; veja vídeo,Da CNN,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/internacional/o-que-sabemos-sobre-o-suposto-atentado-com-drones-contra-putin/,cnn, 03/05/2023 às 14:24 
"BC mantém taxa de juros a 13,75% ao ano em primeira reunião após marco fiscal",Ana Carolina Nunes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/economia/decisao-copom-bc-selic-taxa-de-juros-3-maio-23/,cnn, 03/05/2023 às 18:47 
"BC ""não hesitará"" em subir juros se inflação não baixar como esperado; veja texto",Da CNN,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/economia/veja-integra-do-comunicado-do-copom-sobre-manutencao-da-selic-03-mai-23/,cnn, 03/05/2023 às 18:56 
"Presidente do Parlamento russo exige uso de armas para ""destruir regime de Kiev""",Da Reuters,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/internacional/presidente-do-parlamento-russo-exige-uso-de-armas-para-destruir-regime-de-kiev/,cnn, 03/05/2023 às 13:26 
Preso em operação da PF nesta quarta diz saber quem mandou matar Marielle Franco,Leandro Resende,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/preso-em-operacao-da-pf-diz-saber-quem-mandou-matar-marielle/,cnn, 03/05/2023 às 18:22 | Atualizado 03/05/2023 às 18:35 
Ex-militar ligado a Bolsonaro foi expulso do Exército em 2006 após sete prisões,Leandro Resende,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/ex-militar-ligado-a-bolsonaro-foi-expulso-do-exercito-em-2006-apos-sete-prisoes/,cnn, 03/05/2023 às 18:24 | Atualizado 03/05/2023 às 18:52 
Levantamento mostra ranking de faturamento dos clubes brasileiros; veja lista,Leonardo Parrela,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/esportes/levantamento-mostra-ranking-de-faturamento-dos-clubes-brasileiros-veja-lista/,cnn, 03/05/2023 às 16:03 | Atualizado 04/05/2023 às 09:44 
Moraes determina depoimento de profissionais de saúde citados em cartão de vacina,Diego Mendes,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/moraes-manda-colher-depoimentos-de-profissionais-de-saude-citados-em-sistema-de-vacinacao-de-bolsonaro/,cnn, 03/05/2023 às 18:29 
"Irã apreende petroleiro do Panamá, diz Marinha dos EUA",Sem Autor,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/internacional/ira-apreende-petroleiro-do-panama-diz-marinha-dos-eua/,cnn, 03/05/2023 às 19:18 
"Internado há três semanas, ator Jamie Foxx se manifesta pela 1ª vez",Alli Rosenbloom,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/entretenimento/ator-jamie-foxx-se-manifesta-pela-1a-vez-apos-internacao-agradeco-todo-o-amor/,cnn, 03/05/2023 às 18:36 
"Moraes aponta ""estrutura criminosa"" em benefício de Bolsonaro; veja detalhes",Sem Autor,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/cnn-tem-acesso-a-decisao-que-prendeu-mauro-cid-ajudante-de-ordens-de-bolsonaro/,cnn, 03/05/2023 às 15:13 
Bancada Evangélica manifesta “preocupação” sobre PL das Fake News,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/bancada-evangelica-manifesta-preocupacao-sobre-pl-das-fake-news/,cnn, 29/04/2023 às 18:05 
Ministra Cármen Lúcia se declara suspeita para julgar pedido de Roberto Jefferson,Samantha Klein,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/ministra-carmen-lucia-se-declara-suspeita-para-julgar-pedido-de-roberto-jefferson/,cnn, 29/04/2023 às 11:08 | Atualizado 29/04/2023 às 11:39 
Especialistas apontam “correção de rumo” do Brasil em relação à guerra na Ucrânia,Lucas Schroeder,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/especialistas-apontam-correcao-de-rumo-do-brasil-apos-declaracoes-de-lula-sobre-guerra-na-ucrania/,cnn, 29/04/2023 às 11:30 | Atualizado 29/04/2023 às 12:40 
"Vaticano está envolvido em missão de paz na Ucrânia, afirma papa Francisco",Philip Pullella,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/vaticano-esta-envolvido-em-missao-de-paz-na-ucrania-afirma-papa-francisco/,cnn, 30/04/2023 às 17:43 
81% concordam que PF acertou em investigar caso das joias sauditas a Bolsonaro,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/pesquisa-quaest-81-concordam-que-pf-acertou-em-investigar-caso-das-joias-sauditas-a-bolsonaro/,cnn, 30/04/2023 às 14:36 
Ministério da Justiça notificará Gol a dar explicações sobre expulsão de passageira,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/mjsp-notificara-gol-a-dar-explicacoes-sobre-caso-de-passageira-expulsa-de-voo/,cnn, 30/04/2023 às 14:24 
Influenciador se despede de capivara: “Continuarei com você onde quer que esteja”,Gabriel Nascimento | Flávia Martins,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/entretenimento/influenciador-anuncia-separacao-de-capivara-filo/,cnn, 28/04/2023 às 12:48 | Atualizado 28/04/2023 às 14:04 
Menino de 9 anos morre ao ser atingido por balanço em praça de Angra dos Reis (RJ),Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/menino-de-9-anos-morre-ao-ser-atingido-por-balanco-em-praca-de-angra-dos-reis-rj/,cnn, 30/04/2023 às 17:26 
Chefe do grupo Wagner ameaça se retirar de Bakhmut se não receber mais munição,Josh Pennington,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/chefe-do-grupo-wagner-ameaca-se-retirar-de-bakhmut-se-nao-receber-mais-municao/,cnn, 30/04/2023 às 16:53 
Pedidos de green card aumentam 28% entre os brasileiros em 2022,Douglas Corrêa - Repórter da Agência Brasil,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/pedidos-de-green-card-aumentam-28-entre-os-brasileiros-em-2022/,cnn, 30/04/2023 às 11:05 
Parecer preliminar deve ser votado na Câmara dos Deputados na terça (2),Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/pl-das-fake-news-projeto-deve-ser-votado-na-terca-2/,cnn, 30/04/2023 às 06:48 
Jogo da Champions Africana termina em briga e homem usa motosserra na confusão,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/esportes/jogo-da-champions-africana-termina-em-briga-e-homem-usa-motosserra-na-confusao/,cnn, 30/04/2023 às 16:36 
Começa apuração dos votos no Paraguai: pesquisa aponta empate técnico,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/comeca-apuracao-dos-votos-no-paraguai-pesquisa-aponta-empate-tecnico/,cnn, 30/04/2023 às 18:38 
Disputa por comando da CPI do MST divide oposição no Congresso,Basília Rodrigues,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/disputa-por-comando-da-cpi-do-mst-divide-oposicao-no-congresso/,cnn, 30/04/2023 às 15:00 
São Paulo inicia Operação Baixas Temperaturas neste domingo,"Renata Okumura, do Estadão Conteúdo",https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/sao-paulo-inicia-neste-domingo-operacao-baixas-temperaturas/,cnn, 30/04/2023 às 15:59 
"À CNN, Netanyahu diz que Israel continuará sendo “democracia robusta""",Richard Allen Greene,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/internacional/a-cnn-netanyahu-diz-que-israel-continuara-sendo-democracia-robusta-apesar-dos-planos-do-judiciario/,cnn, 30/04/2023 às 18:42 
Influenciador recupera capivara Filó após ser autuado pelo Ibama,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/influenciador-recupera-capivara-filo-apos-ser-autuado-pelo-ibama/,cnn, 30/04/2023 às 15:47 
"No Maracanã, Botafogo bate Flamengo por 3 a 2 e assume liderança no Brasileiro",Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/esportes/no-maracana-botafogo-bate-flamengo-por-3-a-2-e-assume-lideranca-no-brasileiro/,cnn, 30/04/2023 às 18:04 
Manifestantes invadem fazenda da senadora Tereza Cristina,Raquel Landim,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/manifestantes-invadem-fazenda-da-senadora-tereza-cristina/,cnn, 30/04/2023 às 17:07 
EUA dizem que era necessário estar vacinado quando Bolsonaro foi ao país,Gabriel Ferneda,https://web.archive.org/web/20230504001823/https://www.cnnbrasil.com.br/politica/eua-dizem-que-era-necessario-estar-vacinado-quando-bolsonaro-foi-ao-pais/,cnn, 03/05/2023 às 17:40 
Startup japonesa perde contato com aeronave em tentativa de pouso na Lua,Da CNN,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/internacional/startup-japonesa-inicia-processo-de-pouso-historico-de-espaconave-na-lua-assista-ao-vivo/,cnn, 25/04/2023 às 12:17 | Atualizado 25/04/2023 às 14:23 
Atacante revelado pelo São Paulo troca MLS pelo futebol italiano,João Ricardo Moreira,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/esportes/atacante-revelado-pelo-sao-paulo-troca-mls-pelo-futebol-italiano/,cnn, 26/04/2023 às 17:15 | Atualizado 26/04/2023 às 17:16 
Haaland quebra mais um recorde no Campeonato Inglês; veja números,Rodrigo Morel,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/esportes/haaland-quebra-mais-um-recorde-no-campeonato-ingles-veja-numeros/,cnn, 26/04/2023 às 19:18 
Alckmin sanciona lei que torna Ayrton Senna patrono do esporte brasileiro,Da CNN,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/esportes/alckmin-sanciona-lei-que-torna-ayrton-senna-patrono-do-esporte-brasileiro/,cnn, 26/04/2023 às 08:37 | Atualizado 26/04/2023 às 09:15 
Governo e oposição articulam tropa de choque para a CPI do 8 de janeiro,Larissa Rodrigues,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/politica/governo-e-oposicao-articulam-tropa-de-choque-para-a-cpi-do-8-de-janeiro/,cnn, 30/04/2023 às 11:00 
Síndrome Mão-Pé-Boca: veja sintomas da doença que registra alta de casos,Amanda Garcia,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/saude/sindrome-mao-pe-boca-conheca-os-sintomas-da-doenca-que-registra-alta-de-casos/,cnn, 26/04/2023 às 09:19 | Atualizado 26/04/2023 às 09:20 
"Alto nível de escolaridade não garante às mulheres maior renda, indica estudo",Bruna Macedo,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/nacional/alto-nivel-de-escolaridade-nao-garante-as-mulheres-maior-renda/,cnn, 25/04/2023 às 12:57 | Atualizado 25/04/2023 às 13:35 
Thiago Brennand é levado ao CDP de Pinheiros após audiência de custódia,Da CNN,https://web.archive.org/web/20230430223052/https://www.cnnbrasil.com.br/nacional/thiago-brennand-passa-por-audiencia-de-custodia-e-permanecera-preso/,cnn, 30/04/2023 às 12:04 | Atualizado 30/04/2023 às 22:52 
Torcedor baleado após Fla-Flu deixa UTI e deve ter alta nesta semana,Rafaela Cascardo,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/esportes/torcedor-baleado-apos-fla-flu-deixa-uti-e-deve-ter-alta-nesta-semana/,cnn, 26/04/2023 às 18:33 
Danilo marca e Nottingham Forest sai da zona do rebaixamento na Premier League,Ludmila Candal,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/esportes/danilo-marca-e-nottingham-forest-sai-da-zona-do-rebaixamento-na-premier-league/,cnn, 26/04/2023 às 18:39 | Atualizado 26/04/2023 às 18:46 
Nova pesquisa sugere que consumo de batata frita pode estar ligado à depressão,Taylor Nicioli,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/saude/nova-pesquisa-sugere-que-batatas-fritas-podem-estar-ligadas-a-depressao/,cnn, 25/04/2023 às 02:12 | Atualizado 25/04/2023 às 05:28 
Filha de integrante dos Backstreet Boys adota nome masculino e é apoiada pelo pai,Leticia Pazero,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/entretenimento/aos-9-anos-filha-de-integrante-dos-backstreet-boys-adota-nome-masculino-e-recebe-apoio-do-pai/,cnn, 26/04/2023 às 18:04 
"Priscilla Presley, viúva de Elvis, visita filho brasileiro em Curitiba",Brenda Mendes,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/entretenimento/priscilla-presley-viuva-de-elvis-visita-filho-brasileiro-em-curitiba/,cnn, 26/04/2023 às 16:58 
Prefeito que se casou com jovem de 16 anos exonera sogra de secretaria,Laura Slobodeicov | Lucas Schroeder,https://web.archive.org/web/20230427000632/https://www.cnnbrasil.com.br/nacional/prefeito-do-pr-que-se-casou-com-adolescente-exonera-sogra-de-secretaria-apos-ser-alvo-de-criticas/,cnn, 26/04/2023 às 10:44 | Atualizado 26/04/2023 às 11:00 
